No,Invoice Number,Invoice Date,Invoice Status,Customer Name,GST Treatment,Place of Supply,PurchaseOrder,Payment Terms,Payment Terms Label,Due Date,Expected Payment Date,Sales person,Currency Code,Account,Item Name,SKU,Item Type,HSN/SAC,Quantity,Usage unit,Item Price,Item Tax Exemption Reason,Is Inclusive Tax,Item Tax,Item Tax Type,Item Tax %,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Name,Shipping Charge Tax %,Shipping Charge Tax Type,Shipping Charge SAC Code,Adjustment,Adjustment Description,PayPal,Razorpay,Partial Payments,Template Name,Notes
2,SMN/2025-26/2096,2025-11-07,DRAFT,Dummy Customer,consumer,,439189,-3,Due end of next Month,,,Gramiyum Chennai,INR,Sales,Groundnut Oil (Cold Pressed),GROI1000,goods,,2,,330,,TRUE,,Tax Group,5,,,GST18,18,Tax Group,996812,,,FALSE,FALSE,FALSE,Spreadsheet Template,
3,SMN/2025-26/2096,2025-11-07,DRAFT,Dummy Customer,consumer,,439189,-3,Due end of next Month,,,Gramiyum Chennai,INR,Sales,Sesame / Gingelly / Til Oil (Cold Pressed),SEOI1000,goods,,1,,470,,TRUE,,Tax Group,5,,,GST18,18,Tax Group,996812,,,FALSE,FALSE,FALSE,Spreadsheet Template,
4,SMN/2025-26/2096,2025-11-07,DRAFT,Dummy Customer,consumer,,439189,-3,Due end of next Month,,,Gramiyum Chennai,INR,Sales,Nattu Sakkarai - Cane Jaggery Powder - 500 gms,NASA0500,goods,,1,,75,,TRUE,,Tax Group,5,,,GST18,18,Tax Group,996812,,,FALSE,FALSE,FALSE,Spreadsheet Template,
5,SMN/2025-26/2096,2025-11-07,DRAFT,Dummy Customer,consumer,,439189,-3,Due end of next Month,,,Gramiyum Chennai,INR,Sales,Hing Powder / Perungayam Thool / Asafoetida - 50 gms,HINGPO50,goods,,1,,80,,TRUE,,Tax Group,5,,,GST18,18,Tax Group,996812,,,FALSE,FALSE,FALSE,Spreadsheet Template,
6,SMN/2025-26/2096,2025-11-07,DRAFT,Dummy Customer,consumer,,439189,-3,Due end of next Month,,,Gramiyum Chennai,INR,Sales,Pure cow ghee - 500 ml,PUGH0500,goods,,1,,470,,TRUE,,Tax Group,5,,,GST18,18,Tax Group,996812,,,FALSE,FALSE,FALSE,Spreadsheet Template,
7,SMN/2025-26/2096,2025-11-07,DRAFT,Dummy Customer,consumer,,439189,-3,Due end of next Month,,,Gramiyum Chennai,INR,Sales,Natural Honey - 500 Gms,NHON0500,goods,,1,,320,,TRUE,,Tax Group,5,,,GST18,18,Tax Group,996812,,,FALSE,FALSE,FALSE,Spreadsheet Template,
8,SMN/2025-26/2096,2025-11-07,DRAFT,Dummy Customer,consumer,,439189,-3,Due end of next Month,,,Gramiyum Chennai,INR,Sales,Karuppu Ellu Urundai - 100 gms,KAEU0100,goods,,1,,60,,TRUE,,Tax Group,5,,,GST18,18,Tax Group,996812,,,FALSE,FALSE,FALSE,Spreadsheet Template,
9,SMN/2025-26/2096,2025-11-07,DRAFT,Dummy Customer,consumer,,439189,-3,Due end of next Month,,,Gramiyum Chennai,INR,Sales,Sattur Garlic Seeval - 200 gms,SAGS0200,goods,,1,,85,,TRUE,,Tax Group,5,,,GST18,18,Tax Group,996812,,,FALSE,FALSE,FALSE,Spreadsheet Template,
10,SMN/2025-26/2096,2025-11-07,DRAFT,Dummy Customer,consumer,,439189,-3,Due end of next Month,,,Gramiyum Chennai,INR,Sales,Ribbon Pakoda - 150gms,RIBPK0150,goods,,1,,75,,TRUE,,Tax Group,5,,,GST18,18,Tax Group,996812,,,FALSE,FALSE,FALSE,Spreadsheet Template,
11,SMN/2025-26/2096,2025-11-07,DRAFT,Dummy Customer,consumer,,439189,-3,Due end of next Month,,,Gramiyum Chennai,INR,Sales,Pumpkin Seeds - 100 gms,PUMP0100,goods,,1,,85,,TRUE,,Tax Group,5,,,GST18,18,Tax Group,996812,,,FALSE,FALSE,FALSE,Spreadsheet Template,
12,SMN/2025-26/2096,2025-11-07,DRAFT,Dummy Customer,consumer,,439189,-3,Due end of next Month,,,Gramiyum Chennai,INR,Sales,Sunflower Seeds - 100 gms,SFSE0100,goods,,1,,55,,TRUE,,Tax Group,5,,,GST18,18,Tax Group,996812,,,FALSE,FALSE,FALSE,Spreadsheet Template,
